,PID,SPI,PDS,PID_kmeans
52844,,C301XZLO 300844,,0
52845,,C301XHSR 300844,,0
52846,,C301XHSO 300844,,0
52847,,C301XHSC 300844,,0
52848,,C301BT   300844,,0
52849,,C301BI   300844,,0
52850,,C301BALL 300844,,0
52851,,C301BL   300844,,0
52852,,C301XL   300845A,,0
52853,,C301XL   300845B,,0
52854,,C301XL   300849A,,0
52855,,C301XL   300849B,,0
52856,,C301HS   300841,,0
52857,,C301TW   300937,,0
52858,,C301TE   300937,,0
52859,,C301TT   300937,,0
52860,,C301TIC  300937,,0
52861,,C301TY   300937,,0
52862,,C301TE   300938,,0
52863,,C301TT   300938,,0
52864,,C301TW   300938,,0
52865,,C301TI   300938,,0
52866,,C301FT   300973,,0
52867,,C301FIC  300973,,0
52868,,C301FV   300973,,0
52869,,C301FV   300933,,0
52870,,C301XV   300925,,0
52871,,C301XHSR 300925,,0
52872,,C301XY   300925,,0
52873,,C301XZLC 300925,,0
52874,,C301XZLO 300925,,0
52875,,C301XZSC 300925,,0
52876,,C301XZSO 300925,,0
52877,,C301XHSC 300925,,0
52878,,C301PDT  300972,,0
52879,,C301PDI  300972,,0
52880,,C301PALL 300968,,0
52881,,C301PALL 300969,,0
52882,,C301PDI  300965,,0
52883,,C301PG   300975,,0
52884,,C301HS   300826,,0
52885,,C301HS   300826A,,0
52886,,C301HA   300826A,,0
52887,,C301HS   300826B,,0
52888,,C301HA   300826B,,0
52889,,C301XL   300825B,,0
52890,,C301XL   300826B,,0
52891,,C301XL   300825A,,0
52892,,C301XL   300826A,,0
52893,,C301XL   300823B,,0
52894,,C301XL   300823A,,0
52895,,C301HL   130017B,,0
52896,,C301HL   130016A,,0
52897,,C301HL   130016B,,0
52898,,C301HL   080002A,,0
52899,,C301HL   080002B,,0
52900,,C301HL   080003A,,0
52901,,C301HL   080003B,,0
52902,,C301HL   080006A,,0
52903,,C301HL   080006B,,0
52904,,C301PV   300988,,0
52905,,C301PT   300988,,0
52906,,C301PIC  300988,,0
52907,,C301EV   300901,,0
52908,,C301EZSC 300901,,0
52909,,C301EZSO 300901,,0
52910,,C301EZLO 300901,,0
52911,,C301EZLC 300901,,0
52912,,C301EHSO 300901,,0
52913,,C301EHSC 300901,,0
52914,,C301EHL  300901,,0
52915,,C301EA   300901,,0
52916,,C301PT   300927A,,0
52917,,C301PT   300927B,,0
52918,,C301PT   300927C,,0
52919,,C301PALL 300927,,0
52920,,C301PI   300927A,,0
52921,,C301PI   300927C,,0
52922,,C301PAHH 300927,,0
52923,,C301PI   300927B,,0
52924,,C301PAH  300927,,0
52925,,C301LDT  300900,,0
52926,,C301LDT  300903,,0
52927,,C301LDG  300904,,0
52928,,C301LDHS 300903,,0
52929,,C301LDIC 300903,,0
52930,,C301LT   300905,,0
52931,,C301LHS  300905,,0
52932,,C301LIC  300905,,0
52933,,C301XV   300929,,0
52934,,C301XHSR 300929,,0
52935,,C301XY   300929,,0
52936,,C301XZLC 300929,,0
52937,,C301XZLO 300929,,0
52938,,C301XZSC 300929,,0
52939,,C301XZSO 300929,,0
52940,,C301XHSA 300929,,0
52941,,C301PT   300977,,0
52942,,C301PI   300977,,0
52943,,C301PALL 300977,,0
52944,,C301ML    300903,,0
52945,,C301MHSA 300903,,0
52946,,C301MAA  300903,,0
52947,,C301MAB   300903,,0
52948,,C301MHL   300903,,0
52949,,C301MHSB 300903,,0
52950,,C301MXA   300903,,0
52951,,C301HL   010430,,0
52952,,C301ML    300904,,0
52953,,C301MHSA 300904,,0
52954,,C301MAA  300904,,0
52955,,C301MAB   300904,,0
52956,,C301MHL   300904,,0
52957,,C301MHSB 300904,,0
52958,,C301MXA   300904,,0
52959,,C301HL   010516,,0
52960,,C301HL   010530,,0
52961,,C301HL   010615,,0
52962,,C301HL   010616,,0
52963,,C301HL   010630,,0
52964,,C301HL   030019,,0
52965,,C301HL   511005,,0
52966,,C301HL   050017,,0
52967,,C301HL   060007,,0
52968,,C301HL   060008,,0
52969,,C301HL   080001,,0
52970,,C301HL   080003,,0
52971,,C301HL   080006,,0
52972,,C301MOL  511005,,0
52973,,C301MOL  511006,,0
52974,,C301ML   300905,,0
52975,,C301MHL  300905,,0
52976,,C301MHSB 300905,,0
52977,,C301MAB  300905,,0
52978,,C301MHSA 300905,,0
52979,,C301MAA  300905,,0
52980,,C301HS   511011,,0
52981,,C301HS   511012,,0
52982,,C301HS   511013,,0
52983,,C301ML   300906,,0
52984,,C301MHL  300906,,0
52985,,C301MHSB 300906,,0
52986,,C301MAB  300906,,0
52987,,C301MHSA 300906,,0
52988,,C301MAA  300906,,0
52989,,C301HL   200001,,0
52990,,C301HL   040002,,0
52991,,C301HL   040001,,0
52992,,C301HL   160001,,0
52993,,C301HL   160002,,0
52994,,C301HL   180001,,0
52995,,C301HL   180002,,0
52996,,C301HL   180901,,0
52997,,C301HL   160003,,0
52998,,C301HL   030001,,0
52999,,C301HL   110001,,0
53000,,C301HL   140001,,0
53001,,C301HL   300826,,0
53002,,C301UC   190004,,0
53003,,C301FT   300943,,0
53004,,C301FI   300943,,0
53005,,C301PV   300976,,0
53006,,C301PT   300976,,0
53007,,C301PIC  300976,,0
53008,,C301PDT  300993,,0
53009,,C301PDI  300993,,0
53010,,C301PDT  300994,,0
53011,,C301PDI  300994,,0
53012,,C301PDT  300980,,0
53013,,C301PDI  300980,,0
53014,,C301PDT  300981,,0
53015,,C301PDI  300981,,0
53016,,C301PT   300925,,0
53017,,C301PAHH 300925,,0
53018,,C301PI   300925,,0
53019,,C301PALL 300925,,0
53020,,C301PT   300926,,0
53021,,C301PAHH 300926,,0
53022,,C301PI   300926,,0
53023,,C301PALL 300926,,0
53024,,C301ML   300907,,0
53025,,C301MHL  300907,,0
53026,,C301MHSB 300907,,0
53027,,C301MAB  300907,,0
53028,,C301MHSA 300907,,0
53029,,C301MAA  300907,,0
53030,,C301MX   300907,,0
53031,,C301MXL  300907,,0
53032,,C301MHSB 300908,,0
53033,,C301MAB  300908,,0
53034,,C301MHSA 300908,,0
53035,,C301MAA  300908,,0
53036,,C301MX   300908,,0
53037,,C301MXL  300908,,0
53038,,C301ML   300908,,0
53039,,C301MHL  300908,,0
53040,,C301TE   300925,,0
53041,,C301TI   300925,,0
53042,,C301TT   300925,,0
53043,,C301PDT  300973,,0
53044,,C301PDI  300973,,0
53045,,C301PDT  300974,,0
53046,,C301PDI  300974,,0
53047,,C301FV   300976,,0
53048,,C301FT   300976,,0
53049,,C301FIC  300976,,0
53050,,C301FY   300976,,0
53051,,C301TW   300936A,,0
53052,,C301TE   300936A,,0
53053,,C301TT   300936A,,0
53054,,C301TIC  300936,,0
53055,,C301TV   300936A,,0
53056,,C301TW   300926,,0
53057,,C301TE   300926,,0
53058,,C301TI   300926,,0
53059,,C301TT   300926,,0
53060,,C301PDT  300975A,,0
53061,,C301PDI  300975A,,0
53062,,C301PDI  300978B,,0
53063,,C301PDI300978,,0
53064,,C301PDT  300975B,,0
53065,,C301TW   300934,,0
53066,,C301TE   300934,,0
53067,,C301TT   300934,,0
53068,,C301TI   300934,,0
53069,,C301AXA  200004,,0
53070,,C301XS   200004T,,0
53071,,C301PT   300979,,0
53072,,C301XS   120002HT,,0
53073,,C301XS   120003HT,,0
53074,,C301XS   040002HT,,0
53075,,C301XS   090002HT,,0
53076,,C301XS   090003HT,,0
53077,,C301HV   300914,,0
53078,,C301HIC  300914,,0
53079,,C301PSE  400153,,0
53080,,C301PT   300722,,0
53081,,C301PI   300722,,0
53082,,C301PALL 300722,,0
53083,,C301PSE  400154,,0
53084,,C301TW   300885,,0
53085,,C301TE   300885,,0
53086,,C301TT   300885,,0
53087,,C301TI   300885,,0
53088,,C301MHSA 300702,,0
53089,,C301MAA  300702,,0
53090,,C301MAB  300702,,0
53091,,C301MHSB 300702,,0
53092,,C301MXA  300702,,0
53093,,C301MXB  300702,,0
53094,,C301MXL  300702,,0
53095,,C301MHSA 300703,,0
53096,,C301MAA  300703,,0
53097,,C301MAB  300703,,0
53098,,C301MHSB 300703,,0
53099,,C301MXA  300703,,0
53100,,C301MXB  300703,,0
53101,,C301MXL  300703,,0
53102,,C301FT   300922,,0
53103,,C301FI   300922,,0
53104,,C301PDT  300726,,0
53105,,C301PDI  300726,,0
53106,,C301PDT  300713,,0
53107,,C301PDI  300713,,0
53108,,C301LHS  300701,,0
53109,,C301ML   300806,,0
53110,,C301MHSB 300806,,0
53111,,C301MHL  300806,,0
53112,,C301ASL  130043,,0
53113,,C301AXA  130043,,0
53114,,C301PV   300746,,0
53115,,C301PT   300746,,0
53116,,C301PIC  300746,,0
53117,,C301FT   300719,,0
53118,,C301FI   300719,,0
53119,,C301FE   300719,,0
53120,,C301XS   110005A,,0
53121,,C301XS   130005AB,,0
53122,,C301XS   130005AA,,0
53123,,C301XS   130005BB,,0
53124,,C301XS   130005BA,,0
53125,,C301XS   130005CA,,0
53126,,C301XS   130005CB,,0
53127,,C301XS   130010A,,0
53128,,C301AT   130043B,,0
53129,,C301XS   130010T,,0
53130,,C301XS   130005TA,,0
53131,,C301XS   130005TB,,0
53132,,C301XS   130005TC,,0
53133,,C301XS   130011TA,,0
53134,,C301XS   130011TB,,0
53135,,C301LY   300801,,0
53136,,C301PV   300801A,,0
53137,,C301PV   300801B,,0
53138,,C301PT   300801,,0
53139,,C301PIC  300801,,0
53140,,C301XV   300845,,0
53141,,C301XY   300845,,0
53142,,C301XZSO 300845A,,0
53143,,C301XZLO 300845A,,0
53144,,C301XZSC 300845,,0
53145,,C301XZLC 300845,,0
53146,,C301XHSC 300845B,,0
53147,,C301XHSO 300845B,,0
53148,,C301MHSA 300802,,0
53149,,C301MAA  300802,,0
53150,,C301MAB  300802,,0
53151,,C301MHSB 300802,,0
53152,,C301MXA  300802,,0
53153,,C301MXB  300802,,0
53154,,C301MXL  300802,,0
53155,,C301ZSC  030009A,,0
53156,,C301MHSA 300803,,0
53157,,C301MAA  300803,,0
53158,,C301MAB  300803,,0
53159,,C301MHSB 300803,,0
53160,,C301MXA  300803,,0
53161,,C301MXB  300803,,0
53162,,C301MXL  300803,,0
53163,,C301ZSO  030009A,,0
53164,,C301ZLC  030009A,,0
53165,,C301ZLO  030009A,,0
53166,,C301ZLC  030009B,,0
53167,,C301ZLO  030009B,,0
53168,,C301ZSC  030009B,,0
53169,,C301ZSO  030009B,,0
53170,,C301ZLC  030016A,,0
53171,,C301ZLC  030016B,,0
53172,,C301ZLO  030016A,,0
53173,,C301ZLO  030016B,,0
53174,,C301ZSC  030016A,,0
53175,,C301ZSC  030016B,,0
53176,,C301ZSO  030016A,,0
53177,,C301ZSO  030016B,,0
53178,,C301ZLC  190007A,,0
53179,,C301ZLC  190007B,,0
53180,,C301ZLO  190007A,,0
53181,,C301ZLO  190007B,,0
53182,,C301ZSC  190007A,,0
53183,,C301ZSC  190007B,,0
53184,,C301ZSO  190007A,,0
53185,,C301ZSO  190007B,,0
53186,,C301ZLC  190011A,,0
53187,,C301ZLC  190011B,,0
53188,,C301ZLO  190011A,,0
53189,,C301ZLO  190011B,,0
53190,,C301ZSC  190011A,,0
53191,,C301ZSC  190011B,,0
53192,,C301ZSO  190011A,,0
53193,,C301ZSO  190011B,,0
53194,,C301ZLC  190039A,,0
53195,,C301ZLC  190039B,,0
53196,,C301ZLO  190039A,,0
53197,,C301ZLO  190039B,,0
53198,,C301ZSC  190039A,,0
53199,,C301ZSC  190039B,,0
53200,,C301ZSO  190039A,,0
53201,,C301ZSO  190039B,,0
53202,,C301HS   300833,,0
53203,,C301XL   300854,,0
53204,,C301FT   300886A,,0
53205,,C301FT   300886B,,0
53206,,C301FT   300886C,,0
53207,,C301FALL 300886,,0
53208,,C301FI   300886A,,0
53209,,C301FI   300886B,,0
53210,,C301FI   300886C,,0
53211,,C301FT   300887A,,0
53212,,C301FT   300887B,,0
53213,,C301FT   300887C,,0
53214,,C301FALL 300887,,0
53215,,C301FI   300887A,,0
53216,,C301FI   300887B,,0
53217,,C301FI   300887C,,0
53218,,C301FT   300880A,,0
53219,,C301FT   300880B,,0
53220,,C301FT   300880C,,0
53221,,C301FALL 300880,,0
53222,,C301FI   300880A,,0
53223,,C301FI   300880B,,0
53224,,C301FI   300880C,,0
53225,,C301FT   300881A,,0
53226,,C301FT   300881B,,0
53227,,C301FT   300881C,,0
53228,,C301FALL 300881,,0
53229,,C301FI   300881A,,0
53230,,C301FI   300881B,,0
53231,,C301FI   300881C,,0
53232,,C301TAH  300850,,0
53233,,C301XL   300819A,,0
53234,,C301XL   300819B,,0
53235,,C301XL   300820A,,0
53236,,C301XL   300820B,,0
53237,,C301XL   300824B,,0
53238,,C301XL   300824A,,0
53239,,C301XL   300821A,,0
53240,,C301XL   300821B,,0
53241,,C301XL   300822A,,0
53242,,C301XL   300822B,,0
53243,,C301XHSA 300831,,0
53244,,C301LV   300903,,0
53245,,C301LT   300814,,0
53246,,C301LI   300814,,0
53247,,C301LALL 300814,,0
53248,,C301LAHH 300814,,0
53249,,C301FO   300894,,0
53250,,C301FO   300895,,0
53251,,C301PSV  300803,,0
53252,,C301PSV  300808,,0
53253,,C301FO   300802,,0
53254,,C301PG   300803,,0
53255,,C301PG   300899,,0
53256,,C301FO   300889,,0
53257,,C301FO   300890,,0
53258,,C301FO   300891,,0
53259,,C301FO   300862,,0
53260,,C301FO   300863,,0
53261,,C301PG   300829,,0
53262,,C301PG   300887,,0
53263,,C301TE   300860B,,0
53264,,C301TY   300860B,,0
53265,,C301FO   300872,,0
53266,,C301FO   300873,,0
53267,,C301FO   300869,,0
53268,,C301FO   300871,,0
53269,,C301FO   300870,,0
53270,,C301PG   893,,0
53271,,C301PG   300893,,0
53272,,C301FO   300974,,0
53273,,C301FO   300975,,0
53274,,C301MHSA 300901,,0
53275,,C301MAA  300901,,0
53276,,C301MAB  300901,,0
53277,,C301MHSB 300901,,0
53278,,C301MXA  300901,,0
53279,,C301MHSA 300902,,0
53280,,C301MAA  300902,,0
53281,,C301MAB  300902,,0
53282,,C301MHSB 300902,,0
53283,,C301MXA  300902,,0
53284,,C301FO   300951,,0
53285,,C301FO   300952,,0
53286,,C301FO   300948,,0
53287,,C301FO   300949,,0
53288,,C301FO   300961,,0
53289,,C301FO   300718,,0
53290,,C301FO   300972,,0
53291,,C301FO   300930,,0
53292,,C301FO   300931,,0
53293,,C301PSV  300989,,0
53294,,C301PSV  300990,,0
53295,,C301PG   300991,,0
53296,,C301PG   300992,,0
53297,,C301FO   300953,,0
53298,,C301FO   300980,,0
53299,,C301PG   300982,,0
53300,,C301PG   300983,,0
53301,,C301FO   300981,,0
53302,,C301FO   300954,,0
53303,,C301PSV  300978,,0
53304,,C301PSV  300979,,0
53305,,C301PSV  300923,,0
53306,,C301PG   300970,,0
53307,,C301FO   300901,,0
53308,,C301PSV  300926,,0
53309,,C301PSV  300984,,0
53310,,C301PSV  300985,,0
53311,,C301FO   300955,,0
53312,,C301PG   300715,,0
53313,,C301PG   300719,,0
53314,,C301PG   300721,,0
53315,,C301PSV  300727,,0
53316,,C301PSV  300724,,0
53317,,C301LG   300815,,0
53318,,C301FO   300712,,0
53319,,C301FO   300713,,0
53320,,C301FO   300722,,0
53321,,C301FO   300721,,0
53322,,C301PG   300725,,0
53323,,C301PG   300712,,0
53324,,C301PG   300731,,0
53325,,C301PSV  300729,,0
53326,,C301PSV  300730,,0
53327,,C301PSV  300734,,0
53328,,C301PSV  300735,,0
53329,,C301PG   300736,,0
53330,,C301PG   300739,,0
53331,,C301PG   300740,,0
53332,,C301PG   300744,,0
53333,,C301PG   300745,,0
53334,,C301PSV  300738,,0
53335,,C301PSV  300741,,0
53336,,C301LAH  300810,,0
53337,,C301LAL  300810,,0
53338,,C301XV   300815B,,0
53339,,C301XY   300815B,,0
53340,,C301XZLC 300815B,,0
53341,,C301XZLO 300815B,,0
53342,,C301XZSC 300815B,,0
53343,,C301XZSO 300815B,,0
53344,,C301PT   300829,,0
53345,,C301PI   300829,,0
53346,,C301TAH  300862,,0
53347,,C301TAL  300862,,0
53348,,C301LT   300803,,0
53349,,C301LIC  300803,,0
53350,,C301PI   400152,,0
53351,,C301PT   400152,,0
53352,,C301FIF  030511,,0
53353,,C301FIF  030512,,0
53354,,C301FIF  030521,,0
53355,,C301PI   300979,,0
53356,,C301FIF  030522,,0
53357,,C301FIF  030531,,0
53358,,C301FIF  030532,,0
53359,,C301LI   170022B,,0
53360,,C301AFI  040002,,0
53361,,C301TG   160735,,0
53362,,C301SY   040539,,0
53363,,C301AT   130001BB,,0
53364,,C301AT   130001BC,,0
53365,,C301AT   130001BD,,0
53366,,C301AT   130001BE,,0
53367,,C301AT   130007BB,,0
53368,,C301AT   130027B,,0
53369,,C301AT   190006B,,0
53370,,C301AT   120015H,,0
53371,,C301AT   190029H,,0
53372,,C301ZSC  130011A,,0
53373,,C301ZSC  130011B,,0
53374,,C301ZSO  130011A,,0
53375,,C301ZSO  130011B,,0
53376,,C301ZLC  130011A,,0
53377,,C301ZLO  130011A,,0
53378,,C301ZLC  130011B,,0
53379,,C301ZLO  130011B,,0
53380,,C301AI   190006B,,0
53381,,C301AI   190029H,,0
53382,,C301AFI  140002,,0
53383,,C301XV   160711,,0
53384,,C301PV   130034,,0
53385,,C301TAHH 020005BG,,0
53386,,C301TAHH 020005BH,,0
53387,,C301TAHH 020005BI,,0
53388,,C301TAHH 020005BJ,,0
53389,,C301TS   090557,,0
53390,,C301TS   180557,,0
53391,,C301DGC  173001,,0
53392,,C301TS   090707,,0
53393,,C301TS   180684,,0
53394,,C301TS   110557,,0
53395,,C301XY   110024P,,0
53396,,C301AT   090003A,,0
53397,,C301AT   090003B,,0
53398,,C301ZT   040600,,0
53399,,C301PDY  040632,,0
53400,,C301ZT   040639,,0
53401,,C301PDY  200532,,0
53402,,C301ZT   200539,,0
53403,,C301FV   090006,,0
53404,,C301TE   160773B,,0
53405,,C301DGC  200123,,0
53406,,C301DGC  020403,,0
53407,,C301DGC  020404,,0
53408,,C301DGC  020405,,0
53409,,C301DGC  020406,,0
53410,,C301DGC  200124,,0
53411,,C301DGC  200125,,0
53412,,C301DGC  030119,,0
53413,,C301DGC  030120,,0
53414,,C301DGC  090214,,0
53415,,C301DGC  170212,,0
53416,,C301DGC  170213,,0
53417,,C301XS   180001HT,,0
53418,,C301PG   010001A,,0
53419,,C301PG   010001B,,0
53420,,C301PG   010002A,,0
53421,,C301PG   010002B,,0
53422,,C301PG   000001A,,0
53423,,C301PG   000001B,,0
53424,,C301PG   000002A,,0
53425,,C301PG   000002B,,0
53426,,C301PG   000003A,,0
53427,,C301PG   000003B,,0
53428,,C301PG   030001A,,0
53429,,C301PG   030001B,,0
53430,,C301PG   030005A,,0
53431,,C301PG   030005B,,0
53432,,C301PG   030007A,,0
53433,,C301PG   030007B,,0
53434,,C301PG   030008A,,0
53435,,C301PG   030008B,,0
53436,,C301PG   040001A,,0
53437,,C301PG   040001B,,0
53438,,C301PG   040004A,,0
53439,,C301PG   040004B,,0
53440,,C301PG   040005A,,0
53441,,C301PG   040005B,,0
53442,,C301PG   050001A,,0
53443,,C301PG   050001B,,0
53444,,C301PG   050004A,,0
53445,,C301PG   050004B,,0
53446,,C301PG   060002A,,0
53447,,C301PG   060002B,,0
53448,,C301PG   070001A,,0
53449,,C301PG   070001B,,0
53450,,C301PG   090001A,,0
53451,,C301PG   090001B,,0
53452,,C301PG   090003A,,0
53453,,C301PG   090003B,,0
53454,,C301PG   090005A,,0
53455,,C301PG   090005B,,0
53456,,C301PG   110002A,,0
53457,,C301PG   110002B,,0
53458,,C301PG   140001A,,0
53459,,C301PG   140001B,,0
53460,,C301PG   140004A,,0
53461,,C301PG   140004B,,0
53462,,C301PG   140005A,,0
53463,,C301PG   140005B,,0
53464,,C301PG   150002A,,0
53465,,C301PG   150002B,,0
53466,,C301PG   180002A,,0
53467,,C301PG   180002B,,0
53468,,C301PG   200001A,,0
53469,,C301PG   200001B,,0
53470,,C301PG   200003A,,0
53471,,C301PG   200003B,,0
53472,,C301PG   080002C,,0
53473,,C301PG   080002D,,0
53474,,C301PG   150001A,,0
53475,,C301PG   150001B,,0
53476,,C301TE   160774B,,0
53477,,C301TSHH 160783B,,0
53478,,C301TSHH 160783C,,0
53479,,C301VSHH 160784A,,0
53480,,C301VSHH 160784B,,0
53481,,C301VSHH 160784C,,0
53482,,C301ZSHH 160785A,,0
53483,,C301ZSHH 160785B,,0
53484,,C301ZSHH 160785C,,0
53485,,C301PSV  176513,,0
53486,,C301PG   176503,,0
53487,,C301TG   176500,,0
53488,,C301TW   176500,,0
53489,,C301PG   176505,,0
53490,,C301TG   176503,,0
53491,,C301TW   176503,,0
53492,,C301PSV  176514,,0
53493,,C301TE   176501A,,0
53494,,C301TW   176501A,,0
53495,,C301TE   176501B,,0
53496,,C301TW   176501B,,0
53497,,C301TE   176501C,,0
53498,,C301TW   176501C,,0
53499,,C301TE   176502,,0
53500,,C301TW   176502,,0
53501,,C301PG   176506,,0
53502,,C301TG   176504,,0
53503,,C301TW   176504,,0
53504,,C301PSV  176515,,0
53505,,C301PG   176508,,0
53506,,C301TG   176507,,0
53507,,C301TW   176507,,0
53508,,C301TE   176505A,,0
53509,,C301TW   176505A,,0
53510,,C301TE   176505B,,0
53511,,C301TW   176505B,,0
53512,,C301TE   176505C,,0
53513,,C301TW   176505C,,0
53514,,C301TE   176506,,0
53515,,C301TW   176506,,0
53516,,C301PG   176509,,0
53517,,C301TG   176508,,0
53518,,C301TW   176508,,0
53519,,C301PSV  176516,,0
53520,,C301PG   176512,,0
53521,,C301TG   176511,,0
53522,,C301TW   176511,,0
53523,,C301TE   176509A,,0
53524,,C301TW   176509A,,0
53525,,C301TE   176509B,,0
53526,,C301TW   176509B,,0
53527,,C301TE   176509C,,0
53528,,C301TW   176509C,,0
53529,,C301TE   176510,,0
53530,,C301TW   176510,,0
53531,,C301TG   176515,,0
53532,,C301TW   176515,,0
53533,,C301TG   176516,,0
53534,,C301TW   176516,,0
53535,,C301TG   176518,,0
53536,,C301TW   176518,,0
53537,,C301TG   176519,,0
53538,,C301TW   176519,,0
53539,,C301TG   176534,,0
53540,,C301TW   176534,,0
53541,,C301PSV  176540,,0
53542,,C301PSV  176541,,0
53543,,C301PSV  176539,,0
53544,,C301PSV  176538,,0
53545,,C301TG   176513,,0
53546,,C301TW   176513,,0
53547,,C301TG   176514,,0
53548,,C301TW   176514,,0
53549,,C301TG   176517,,0
53550,,C301TW   176517,,0
53551,,C301TG   176520,,0
53552,,C301TW   176520,,0
53553,,C301PSV  176542,,0
53554,,C301PSV  176543,,0
53555,,C301PSV  176544,,0
53556,,C301PSV  176545,,0
53557,,C301TG   176525,,0
53558,,C301TW   176525,,0
53559,,C301PG   176532,,0
53560,,C301PG   176533,,0
53561,,C301PDG  176521,,0
53562,,C301PG   176525,,0
53563,,C301TG   176522,,0
53564,,C301TW   176522,,0
53565,,C301TE   176521,,0
53566,,C301TW   176521,,0
53567,,C301TG   176523,,0
53568,,C301TW   176523,,0
53569,,C301PG   176524,,0
53570,,C301PSV  176526,,0
53571,,C301PG   176529,,0
53572,,C301PSV  176518,,0
53573,,C301TE   176524,,0
53574,,C301TW   176524,,0
53575,,C301PG   176531,,0
53576,,C301HS   176500A,,0
53577,,C301HS   176500B,,0
53578,,C301HS   176501A,,0
53579,,C301HS   176501B,,0
53580,,C301HS   176502A,,0
53581,,C301HS   176502B,,0
53582,,C301HS   176507A,,0
53583,,C301HS   176507B,,0
53584,,C301HS   176508A,,0
53585,,C301HS   176508B,,0
53586,,C301II   176500,,0
53587,,C301TE   176529A,,0
53588,,C301TE   176529B,,0
53589,,C301TE   176530A,,0
53590,,C301TE   176530B,,0
53591,,C301PSV  176563,,0
53592,,C301PG   176553,,0
53593,,C301TG   176550,,0
53594,,C301TW   176550,,0
53595,,C301PG   176555,,0
53596,,C301TG   176553,,0
53597,,C301TW   176553,,0
53598,,C301PSV  176564,,0
53599,,C301TE   176551A,,0
53600,,C301TW   176551A,,0
53601,,C301TE   176551B,,0
53602,,C301TW   176551B,,0
53603,,C301TE   176551C,,0
53604,,C301TW   176551C,,0
53605,,C301TE   176552,,0
53606,,C301TW   176552,,0
53607,,C301PG   176556,,0
53608,,C301TG   176554,,0
53609,,C301TW   176554,,0
53610,,C301PSV  176565,,0
53611,,C301PG   176558,,0
53612,,C301TG   176557,,0
53613,,C301TW   176557,,0
53614,,C301TE   176555A,,0
53615,,C301TW   176555A,,0
53616,,C301TE   176555B,,0
53617,,C301TW   176555B,,0
53618,,C301TE   176555C,,0
53619,,C301TW   176555C,,0
53620,,C301TE   176556,,0
53621,,C301TW   176556,,0
53622,,C301PG   176559,,0
53623,,C301TG   176558,,0
53624,,C301TW   176558,,0
53625,,C301PSV  176566A,,0
53626,,C301PSV  176566B,,0
53627,,C301PG   176562,,0
53628,,C301TG   176561,,0
53629,,C301TW   176561,,0
53630,,C301TE   176559A,,0
53631,,C301TW   176559A,,0
53632,,C301TE   176559B,,0
53633,,C301TW   176559B,,0
53634,,C301TE   176559C,,0
53635,,C301TW   176559C,,0
53636,,C301TE   176560,,0
53637,,C301TW   176560,,0
53638,,C301TG   176565,,0
53639,,C301TW   176565,,0
53640,,C301TG   176566,,0
53641,,C301TW   176566,,0
53642,,C301TG   176568,,0
53643,,C301TW   176568,,0
53644,,C301TG   176569,,0
53645,,C301TW   176569,,0
53646,,C301TG   176584,,0
53647,,C301TW   176584,,0
53648,,C301PSV  176590,,0
53649,,C301PSV  176591,,0
53650,,C301PSV  176589,,0
53651,,C301PSV  176588,,0
53652,,C301TG   176563,,0
53653,,C301TW   176563,,0
53654,,C301TG   176564,,0
53655,,C301TW   176564,,0
53656,,C301TG   176567,,0
53657,,C301TW   176567,,0
53658,,C301TG   176570,,0
53659,,C301TW   176570,,0
53660,,C301PSV  176592,,0
53661,,C301PSV  176593,,0
53662,,C301PSV  176594,,0
53663,,C301PSV  176595,,0
53664,,C301TG   176575,,0
53665,,C301TW   176575,,0
53666,,C301PG   176582,,0
53667,,C301PG   176583,,0
53668,,C301PDG  176571,,0
53669,,C301PG   176575,,0
53670,,C301TG   176572,,0
53671,,C301TW   176572,,0
53672,,C301TE   176571,,0
53673,,C301TW   176571,,0
53674,,C301TG   176573,,0
53675,,C301TW   176573,,0
53676,,C301PG   176574,,0
53677,,C301PSV  176576,,0
53678,,C301PG   176579,,0
53679,,C301PSV  176568,,0
53680,,C301TE   176574,,0
53681,,C301TW   176574,,0
53682,,C301PG   176581,,0
53683,,C301HS   176550A,,0
53684,,C301HS   176550B,,0
53685,,C301HS   176551A,,0
53686,,C301HS   176551B,,0
53687,,C301HS   176552A,,0
53688,,C301HS   176552B,,0
53689,,C301HS   176557A,,0
53690,,C301HS   176557B,,0
53691,,C301HS   176558A,,0
53692,,C301HS   176558B,,0
53693,,C301II   176550,,0
53694,,C301TE   176579A,,0
53695,,C301TE   176579B,,0
53696,,C301TE   176580A,,0
53697,,C301TE   176580B,,0
53698,,C301LG   176500,,0
53699,,C301PG   176535,,0
53700,,C301PG   176536,,0
53701,,C301PG   176528,,0
53702,,C301TG   176526,,0
53703,,C301TW   176526,,0
53704,,C301TE   176527A,,0
53705,,C301TE   176527B,,0
53706,,C301TW   176527A,,0
53707,,C301TW   176527B,,0
53708,,C301TG   176512,,0
53709,,C301TW   176512,,0
53710,,C301PG   176517,,0
53711,,C301TG   176562,,0
53712,,C301TW   176562,,0
53713,,C301PG   176567,,0
53714,,C301PSV  176577,,0
53715,,C301PSV  176578,,0
53716,,C301TG   176540,,0
53717,,C301TW   176540,,0
53718,,C301HS   176520A,,0
53719,,C301HS   176520B,,0
53720,,C301HS   176521A,,0
53721,,C301HS   176521B,,0
53722,,C301HS   176522A,,0
