,spi_sort,spid_sort,score_sort,similarity_flag
7937,C301TI 120010,JE CRC301 TI 190010,75,0
7938,C301TI 120010,JE CRC301 TI 120011,75,0
7939,C301TI 120010,JE CRC301 TI 120021,75,0
7940,C301TW 120010,JE CRC301 TI 120010,75,0
7941,C301TW 120010,JE CRC301 TE 120010,75,0
7942,C301TW 120010,JE CRC301 TI 120013,69,0
7943,C301TW 120010,JE CRC301 TI 190010,69,0
7944,C301TW 120010,CRC301 TT 030170,69,0
7945,C301AE 010201A,JE CRC301 AY 010001,73,0
7946,C301AE 010201A,JE CRC301 AY 010001A,71,0
7947,C301AE 010201A,JE CRC301 AT 020013,67,0
7948,C301AE 010201A,JE CRC301 M 120001A,67,0
7949,C301AE 010201A,JE CRC301 AI 130013,67,0
7950,C301AT 010201A,CRC301 PDT 020101A,69,0
7951,C301AT 010201A,JE CRC301 AY 010001,67,0
7952,C301AT 010201A,CRC301 TI 090021,67,0
7953,C301AT 010201A,JE CRC301 TE 090501A,65,0
7954,C301AT 010201A,JE CRC301 LT 150021A,65,0
7955,C301AI 010201A,CRC301 PI 060017A,71,0
7956,C301AI 010201A,CRC301 PDI 020103A,69,0
7957,C301AI 010201A,CRC301 PDI 020101A,69,0
7958,C301AI 010201A,JE CRC301 AY 010001,67,0
7959,C301AI 010201A,CRC301 TI 090021,67,0
7960,C301AI 010201B,CRC301 TI 090021,67,0
7961,C301AI 010201B,CRC301 PI 060017A,65,0
7962,C301AI 010201B,JE CRC301 FI 110020B,65,0
7963,C301AI 010201B,JE CRC301 FI 130018B,65,0
7964,C301AI 010201B,CRC301 TT 090001B,65,0
7965,C301AE 010202,JE CRC301 AI 010002,69,0
7966,C301AE 010202,JE CRC301 PI 400202,69,0
7967,C301AE 010202,CRC301 EV 030032,69,0
7968,C301AE 010202,JE CRC301 UC 13002,65,0
7969,C301AE 010202,JE CRC301 UC 03002,65,0
7970,C301AT 010202,CRC301 TI 090021,69,0
7971,C301AT 010202,CRC301 TT 090021C,67,0
7972,C301AT 010202,CRC301 UZ 09020,64,0
7973,C301AT 010202,CRC301 UZ 09002,64,0
7974,C301AT 010202,JE CRC301 PT 140042,62,0
7975,C301AI 010202A,JE CRC301 AI 010002,67,0
7976,C301AI 010202A,JE CRC301 PI 400202,67,0
7977,C301AI 010202A,CRC301 AT 130032,67,0
7978,C301AI 010202A,CRC301 TI 090021,67,0
7979,C301AI 010202A,JE CRC301 PI 176002A,65,0
7980,C301AI 010202B,JE CRC301 PI 400202,67,0
7981,C301AI 010202B,CRC301 TI 090021,67,0
7982,C301AI 010202B,JE CRC301 TI 030502B,65,0
7983,C301AI 010202B,JE CRC301 TI 110502B,65,0
7984,C301AI 010202B,JE CRC301 PI 179002B,65,0
7985,C301AE 010203,JE CRC301 AI 010003,69,0
7986,C301AE 010203,CRC301 EV 030032,69,0
7987,C301AE 010203,CRC301 FE 090503,69,0
7988,C301AE 010203,JE CRC301 U 13003,67,0
7989,C301AE 010203,JE CRC301 UZ 13003,65,0
7990,C301AT 010203,CRC301 LT 190034,69,0
7991,C301AT 010203,CRC301 UZ 09020,64,0
7992,C301AT 010203,JE CRC301 PT 070038,62,0
7993,C301AT 010203,JE CRC301 TT 030033,62,0
7994,C301AT 010203,JE CRC301 TG 150033,62,0
7995,C301AI 010203,CRC301 PDI 020103A,65,0
7996,C301AI 010203,CRC301 UZ 09020,64,0
7997,C301AI 010203,JE CRC301 TI 120013,62,0
7998,C301AI 010203,JE CRC301 TI 130123,62,0
7999,C301AI 010203,JE CRC301 TI 190053,62,0
8000,C301AE 010204,JE CRC301 HV 040204,69,0
8001,C301AE 010204,JE CRC301 AT 010004,69,0
8002,C301AE 010204,CRC301 TE 090504A,67,0
8003,C301AE 010204,JE CRC301 UZ 17020,65,0
8004,C301AE 010204,JE CRC301 UZ 16024,65,0
8005,C301AT 010204,CRC301 LT 190034,69,0
8006,C301AT 010204,CRC301 TE 090504A,67,0
8007,C301AT 010204,CRC301 UZ 09020,64,0
8008,C301AT 010204,JE CRC301 PT 140042,62,0
8009,C301AT 010204,JE CRC301 PT 172024,62,0
8010,C301AI 010204,CRC301 FIC 030024C,65,0
8011,C301AI 010204,CRC301 UZ 09020,64,0
8012,C301AI 010204,JE CRC301 TI 200040,62,0
8013,C301AI 010204,JE CRC301 LI 080041,62,0
8014,C301AI 010204,JE CRC301 TI 172004,62,0
8015,C301AE 010205,JE CRC301 UZ 17020,65,0
8016,C301AE 010205,JE CRC301 UZ 19005,65,0
8017,C301AE 010205,JE CRC301 UC 16005,65,0
8018,C301AE 010205,JE CRC301 UZ 18005,65,0
8019,C301AE 010205,JE CRC301 UZ 03005,65,0
8020,C301AI 010205A,CRC301 AT 150005,67,0
8021,C301AI 010205A,CRC301 AI 030050,67,0
8022,C301AI 010205A,CRC301 AT 030050,67,0
8023,C301AI 010205A,JE CRC301 PI 170051A,65,0
8024,C301AI 010205A,CRC301 PI 060017A,65,0
8025,C301AI 010205B,JE CRC301 PI 179005B,65,0
8026,C301AI 010205B,JE CRC301 PI 150045B,65,0
8027,C301AI 010205B,JE CRC301 FI 110020B,65,0
8028,C301AI 010205B,JE CRC301 PI 030215B,65,0
8029,C301AI 010205B,JE CRC301 PI 090056B,65,0
8030,C301AI 010205C,JE CRC301 TI 020005BC,63,0
8031,C301AI 010205C,JE CRC301 LIC 050015C,63,0
8032,C301AI 010205C,CRC301 FIC 030024C,62,0
8033,C301AI 010205C,CRC301 UZ 09020,62,0
8034,C301AI 010205C,JE CRC301 LI 160025,61,0
8035,C301AI 010205D,CRC301 UZ 09020,62,0
8036,C301AI 010205D,JE CRC301 LI 160025,61,0
8037,C301AI 010205D,JE CRC301 PI 050075,61,0
8038,C301AI 010205D,JE CRC301 TI 190053,61,0
8039,C301AI 010205D,JE CRC301 TI 150015,61,0
8040,C301AI 010205E,CRC301 UZ 09020,62,0
8041,C301AI 010205E,JE CRC301 LI 160025,61,0
8042,C301AI 010205E,JE CRC301 PI 050075,61,0
8043,C301AI 010205E,JE CRC301 TI 190053,61,0
8044,C301AI 010205E,JE CRC301 TI 150015,61,0
8045,C301AI 010205F,CRC301 UZ 09020,62,0
8046,C301AI 010205F,JE CRC301 LI 160025,61,0
8047,C301AI 010205F,JE CRC301 PI 050075,61,0
8048,C301AI 010205F,JE CRC301 TI 190053,61,0
8049,C301AI 010205F,JE CRC301 TI 150015,61,0
8050,C301AI 010205G,CRC301 UZ 09020,62,0
8051,C301AI 010205G,JE CRC301 LI 160025,61,0
8052,C301AI 010205G,JE CRC301 PI 050075,61,0
8053,C301AI 010205G,JE CRC301 TI 190053,61,0
8054,C301AI 010205G,JE CRC301 TI 150015,61,0
8055,C301AE 010206,JE CRC301 PT 400206,69,0
8056,C301AE 010206,JE CRC301 PI 400206,69,0
8057,C301AE 010206,CRC301 000600,69,0
8058,C301AE 010206,JE CRC301 UZ 17020,65,0
8059,C301AE 010206,JE CRC301 UZ 18006,65,0
8060,C301AT 010206A,JE CRC301 PT 400206,67,0
8061,C301AT 010206A,CRC301 000600,67,0
8062,C301AT 010206A,JE CRC301 TT 130064A,65,0
8063,C301AT 010206A,JE CRC301 TT 130068A,65,0
8064,C301AT 010206A,JE CRC301 TV 030076A,65,0
8065,C301AI 010206A,JE CRC301 PI 400206,67,0
8066,C301AI 010206A,CRC301 000600,67,0
8067,C301AI 010206A,JE CRC301 TI 080062A,65,0
8068,C301AI 010206A,CRC301 PI 060017A,65,0
8069,C301AI 010206A,JE CRC301 TI 030068A,65,0
8070,C301PSV 010204,JE CRC301 PSV 060040,71,0
8071,C301PSV 010204,JE CRC301 PSV 200040,71,0
8072,C301PSV 010204,CRC301 PCV 030250,71,0
8073,C301PSV 010204,JE CRC301 PSV 180024,71,0
8074,C301PSV 010204,JE CRC301 PSV 020149,71,0
8075,C301PSV 010205,JE CRC301 PSV 200059,71,0
8076,C301PSV 010205,CRC301 PCV 030250,71,0
8077,C301PSV 010205,JE CRC301 PSV 020151,71,0
8078,C301PSV 010205,JE CRC301 PSV 020158,71,0
8079,C301PSV 010205,JE CRC301 PSV 130053,71,0
8080,C301PSV 120026A,JE CRC301 PSV 120026A,83,1
8081,C301PSV 120026A,JE CRC301 PSV 110026,74,0
8082,C301PSV 120026A,JE CRC301 PSV 120106B,72,0
8083,C301PSV 120026A,JE CRC301 PSV 180027A,72,0
8084,C301PSV 120026A,JE CRC301 PSV 172003A,72,0
8085,C301PSV 120026B,JE CRC301 PSV 120106B,78,0
8086,C301PSV 120026B,JE CRC301 PSV 120026A,78,0
8087,C301PSV 120026B,JE CRC301 PSV 110026,74,0
8088,C301PSV 120026B,JE CRC301 PSV 120109B,72,0
8089,C301PSV 120026B,JE CRC301 PSV 210006B,72,0
8090,C301TW 010365A,JE CRC301 PT 180652A,65,0
8091,C301TW 010365A,JE CRC301 PT 180654A,65,0
8092,C301TW 010365A,JE CRC301 PT 180653A,65,0
8093,C301TW 010365A,CRC301 TE 090504A,65,0
8094,C301TW 010365A,JE CRC301 TI 130065A,65,0
8095,C301TE 010365A,CRC301 TE 090504A,71,0
8096,C301TE 010365A,CRC301 TE 090655B,71,0
8097,C301TE 010365A,JE CRC301 TE 180652A,71,0
8098,C301TE 010365A,JE CRC301 TE 172035A,71,0
8099,C301TE 010365A,JE CRC301 FT 180651A,71,0
8100,C301TG 150036,JE CRC301 TG 150036,81,0
8101,C301TG 150036,JE CRC301 TG 150033,75,0
8102,C301TG 150036,JE CRC301 TG 160032,69,0
8103,C301TG 150036,JE CRC301 PT 150086,69,0
8104,C301TG 150036,JE CRC301 TE 150016,69,0
8105,C301PSV 010206,CRC301 PCV 030250,71,0
8106,C301PSV 010206,JE CRC301 PSV 090067,71,0
8107,C301PSV 010206,JE CRC301 PSV 190086,71,0
8108,C301PSV 010206,JE CRC301 PSV 190006,71,0
8109,C301PSV 010206,JE CRC301 PSV 160006,71,0
8110,C301TT 010365A,JE CRC301 TT 110036A,71,0
8111,C301TT 010365A,JE CRC301 TT 200065A,71,0
8112,C301TT 010365A,JE CRC301 TT 172035A,71,0
8113,C301TT 010365A,CRC301 TT 030175,67,0
8114,C301TT 010365A,CRC301 TT 030170,67,0
8115,C301TIC 010365A,JE CRC301 TI 130065A,69,0
8116,C301TIC 010365A,JE CRC301 TI 180654A,69,0
8117,C301TIC 010365A,JE CRC301 TI 110036A,69,0
8118,C301TIC 010365A,JE CRC301 TI 180651A,69,0
8119,C301TIC 010365A,JE CRC301 TI 090651A,69,0
8120,C301TV 010365A,JE CRC301 PT 180652A,65,0
8121,C301TV 010365A,JE CRC301 TV 030076A,65,0
8122,C301TV 010365A,JE CRC301 PT 180654A,65,0
8123,C301TV 010365A,JE CRC301 PT 180653A,65,0
8124,C301TV 010365A,CRC301 TE 090504A,65,0
8125,C301PT 120027,JE CRC301 PT 120052,75,0
8126,C301PT 120027,JE CRC301 PT 120070,75,0
8127,C301PT 120027,JE CRC301 PT 120076,75,0
8128,C301PT 120027,JE CRC301 PDT 120012,73,0
8129,C301PT 120027,JE CRC301 PDT 130027,73,0
8130,C301PI 120027,JE CRC301 PI 210027,75,0
8131,C301PI 120027,JE CRC301 PI 120076,75,0
8132,C301PI 120027,JE CRC301 PDI 120028,73,0
8133,C301PI 120027,JE CRC301 PIC 172002,73,0
8134,C301PI 120027,JE CRC301 LG 120027,69,0
8135,C301XV 150006,JE CRC301 XV 150006,81,0
8136,C301XV 150006,JE CRC301 XV 150002,75,0
8137,C301XV 150006,JE CRC301 XV 170009,69,0
8138,C301XV 150006,JE CRC301 XV 070006,69,0
8139,C301XV 150006,CRC301 AT 150005,69,0
8140,C301XY 150006,JE CRC301 XV 150006,75,0
8141,C301XY 150006,CRC301 AT 150005,69,0
8142,C301XY 150006,JE CRC301 FT 150006,69,0
8143,C301XY 150006,JE CRC301 FY 150004,69,0
8144,C301XY 150006,JE CRC301 XV 150002,69,0
8145,C301XZSO 150006A,JE CRC301 XZLO 190006A,74,0
8146,C301XZSO 150006A,JE CRC301 XZLO 170006A,74,0
8147,C301XZSO 150006A,JE CRC301 XZSO 170006B,74,0
8148,C301XZSO 150006A,JE CRC301 XZSO 190006B,74,0
8149,C301XZSO 150006A,JE CRC301 XZSO 110020,70,0
8150,C301XZLO 150006A,JE CRC301 XZLO 190006A,79,0
8151,C301XZLO 150006A,JE CRC301 XZLO 170006A,79,0
8152,C301XZLO 150006A,JE CRC301 XZLO 140006,76,0
8153,C301XZLO 150006A,JE CRC301 XZLO 190006B,74,0
8154,C301XZLO 150006A,JE CRC301 XZLO 140016A,74,0
8155,C301XZSC 150006,JE CRC301 XZSC 150014,72,0
8156,C301XZSC 150006,JE CRC301 XZLC 150010,72,0
8157,C301XZSC 150006,JE CRC301 XV 150006,71,0
8158,C301XZSC 150006,JE CRC301 XZSO 170006B,70,0
8159,C301XZSC 150006,JE CRC301 XZSO 190006B,70,0
8160,C301XZLC 150006,JE CRC301 XZLC 150010,78,0
8161,C301XZLC 150006,JE CRC301 XZLC 170004,72,0
8162,C301XZLC 150006,JE CRC301 XZLC 180007,72,0
8163,C301XZLC 150006,JE CRC301 XZLC 190007,72,0
8164,C301XZLC 150006,JE CRC301 XZLC 140010,72,0
8165,C301PG 120035,JE CRC301 PG 120063,75,0
8166,C301PG 120035,JE CRC301 PG 140013,69,0
8167,C301PG 120035,JE CRC301 PG 060035,69,0
8168,C301PG 120035,JE CRC301 PG 170054,69,0
8169,C301PG 120035,JE CRC301 PG 130083,69,0
8170,C301LT 150021A,JE CRC301 LT 150021A,82,1
8171,C301LT 150021A,JE CRC301 LT 150011A,76,0
8172,C301LT 150021A,JE CRC301 LT 150015A,76,0
8173,C301LT 150021A,JE CRC301 LT 150013B,71,0
8174,C301LT 150021A,JE CRC301 LT 150032B,71,0
8175,C301LIC 150021A,JE CRC301 LIC 150013A,78,0
8176,C301LIC 150021A,JE CRC301 LIC 150032A,78,0
8177,C301LIC 150021A,JE CRC301 LIC 150026A,78,0
8178,C301LIC 150021A,CRC301 HIC 150001,75,0
8179,C301LIC 150021A,JE CRC301 LT 150021A,74,0
8180,C301LT 150021B,JE CRC301 LT 150013B,76,0
8181,C301LT 150021B,JE CRC301 LT 150032B,76,0
8182,C301LT 150021B,JE CRC301 LT 150021A,76,0
8183,C301LT 150021B,JE CRC301 LT 175001B,76,0
8184,C301LT 150021B,JE CRC301 LT 120001B,71,0
8185,C301LHS 150021,JE CRC301 LHS 150001,76,0
8186,C301LHS 150021,JE CRC301 LHS 150015,76,0
8187,C301LHS 150021,JE CRC301 LHS 130001,71,0
8188,C301LHS 150021,JE CRC301 LHS 110010,71,0
8189,C301LHS 150021,JE CRC301 LHS 140018,71,0
8190,C301AI 120002,JE CRC301 VI 120001A2,71,0
8191,C301AI 120002,JE CRC301 M 120002,71,0
8192,C301AI 120002,JE CRC301 TI 120010,69,0
8193,C301AI 120002,JE CRC301 LI 172002,69,0
8194,C301AI 120002,JE CRC301 PI 200026,69,0
8195,C301AT 120002,JE CRC301 M 120002,71,0
8196,C301AT 120002,JE CRC301 TI 120010,69,0
8197,C301AT 120002,JE CRC301 TE 150002,69,0
8198,C301AT 120002,JE CRC301 PT 120052,69,0
8199,C301AT 120002,JE CRC301 LT 120022,69,0
8200,C301AE 120002,JE CRC301 M 120002,77,0
8201,C301AE 120002,JE CRC301 AT 120002,75,0
8202,C301AE 120002,JE CRC301 LG 120002,75,0
8203,C301AE 120002,JE CRC301 UZ 12002,71,0
8204,C301AE 120002,JE CRC301 VI 120001A2,71,0
8205,C301LIC 150021B,CRC301 HIC 150001,75,0
8206,C301LIC 150021B,JE CRC301 LI 150022B,74,0
8207,C301LIC 150021B,JE CRC301 LIC 150028,74,0
8208,C301LIC 150021B,JE CRC301 LIC 150013A,72,0
8209,C301LIC 150021B,JE CRC301 LIC 150032A,72,0
8210,C301LG 150020,CRC301 LG 190001,76,0
8211,C301LG 150020,JE CRC301 LG 150006,75,0
8212,C301LG 150020,JE CRC301 LG 150004,75,0
8213,C301LG 150020,JE CRC301 LG 170006,69,0
8214,C301LG 150020,CRC301 AT 150005,69,0
8215,C301PSV 010208,CRC301 PCV 030250,71,0
8216,C301PSV 010208,JE CRC301 PSV 030078,71,0
8217,C301PSV 010208,JE CRC301 PSV 190086,71,0
8218,C301PSV 010208,JE CRC301 PSV 020078,71,0
8219,C301PSV 010208,JE CRC301 PSV 020158,71,0
8220,C301PG 150039,JE CRC301 PG 150097,75,0
8221,C301PG 150039,JE CRC301 TG 150033,69,0
8222,C301PG 150039,JE CRC301 PG 140013,69,0
8223,C301PG 150039,JE CRC301 PI 050039,69,0
8224,C301PG 150039,JE CRC301 PG 130083,69,0
8225,C301PG 150040,JE CRC301 PG 150060,75,0
8226,C301PG 150040,CRC301 AT 150005,69,0
8227,C301PG 150040,JE CRC301 PG 170054,69,0
8228,C301PG 150040,JE CRC301 PG 150097,69,0
8229,C301PG 150040,JE CRC301 PG 020040,69,0
8230,C301TW 120022,JE CRC301 LT 120022,75,0
8231,C301TW 120022,JE CRC301 FT 170022,69,0
8232,C301TW 120022,JE CRC301 PT 120052,69,0
8233,C301TW 120022,JE CRC301 TE 172002,69,0
8234,C301TW 120022,JE CRC301 FT 120042,69,0
8235,C301TE 120022,JE CRC301 FT 170022,75,0
8236,C301TE 120022,JE CRC301 LT 120022,75,0
8237,C301TE 120022,JE CRC301 TE 172002,75,0
8238,C301TE 120022,JE CRC301 FT 120042,75,0
8239,C301TE 120022,JE CRC301 TE 120025,75,0
8240,C301TT 120022,JE CRC301 LT 120022,75,0
8241,C301TT 120022,JE CRC301 TT 120028,75,0
8242,C301TT 120022,JE CRC301 TT 110022B,73,0
8243,C301TT 120022,JE CRC301 TT 172002A,73,0
8244,C301TT 120022,JE CRC301 FT 170022,69,0
8245,C301TI 120022,JE CRC301 LT 120022,75,0
8246,C301TI 120022,JE CRC301 TI 120021,75,0
8247,C301TI 120022,JE CRC301 TI 020022,75,0
8248,C301TI 120022,JE CRC301 TI 110022B,73,0
8249,C301TI 120022,JE CRC301 TIC 120042,73,0
8250,C301PSV 010304,CRC301 PSV 080103B,75,0
8251,C301PSV 010304,JE CRC301 PSV 060040,71,0
8252,C301PSV 010304,JE CRC301 PSV 200040,71,0
8253,C301PSV 010304,JE CRC301 PSV 180024,71,0
8254,C301PSV 010304,JE CRC301 PSV 400308,71,0
8255,C301PSV 010305,CRC301 PSV 080103B,75,0
8256,C301PSV 010305,JE CRC301 PSV 200059,71,0
8257,C301PSV 010305,CRC301 PCV 030250,71,0
8258,C301PSV 010305,JE CRC301 PSV 400308,71,0
8259,C301PSV 010305,JE CRC301 PSV 130053,71,0
8260,C301PSV 010306,CRC301 PSV 080103B,75,0
8261,C301PSV 010306,JE CRC301 PSV 090067,71,0
8262,C301PSV 010306,JE CRC301 PSV 190086,71,0
8263,C301PSV 010306,JE CRC301 PSV 190006,71,0
8264,C301PSV 010306,JE CRC301 PSV 400308,71,0
8265,C301FIF 120011,JE CRC301 TI 120011,73,0
8266,C301FIF 120011,JE CRC301 FI 120J01,73,0
8267,C301FIF 120011,JE CRC301 FIC 120019,71,0
8268,C301FIF 120011,JE CRC301 FIF 030011,71,0
8269,C301FIF 120011,JE CRC301 FIC 120017,71,0
8270,C301FT 120011,JE CRC301 TE 120011,75,0
8271,C301FT 120011,JE CRC301 TI 120011,75,0
8272,C301FT 120011,JE CRC301 FT 120014,75,0
8273,C301FT 120011,JE CRC301 FT 120017,75,0
8274,C301FT 120011,JE CRC301 LT 120011B,73,0
8275,C301FI 120011,JE CRC301 TI 120011,75,0
8276,C301FI 120011,JE CRC301 FI 120J01,75,0
8277,C301FI 120011,JE CRC301 FIC 120019,73,0
8278,C301FI 120011,JE CRC301 FIC 120017,73,0
8279,C301FI 120011,JE CRC301 FIC 120018,73,0
8280,C301AV 120004,JE CRC301 M 120004A,69,0
8281,C301AV 120004,CRC301 HV 140014,69,0
8282,C301AV 120004,JE CRC301 PV 200049,69,0
8283,C301AV 120004,JE CRC301 EV 120005,69,0
8284,C301AV 120004,JE CRC301 FV 120024,69,0
8285,C301PG 150037,JE CRC301 PG 150097,75,0
8286,C301PG 150037,JE CRC301 TG 150033,69,0
8287,C301PG 150037,JE CRC301 PG 140013,69,0
8288,C301PG 150037,JE CRC301 PG 070037,69,0
8289,C301PG 150037,JE CRC301 PT 150087,69,0
8290,C301PG 150038,JE CRC301 TG 150033,69,0
8291,C301PG 150038,JE CRC301 PG 140013,69,0
8292,C301PG 150038,JE CRC301 PT 150086,69,0
8293,C301PG 150038,JE CRC301 PT 150087,69,0
8294,C301PG 150038,JE CRC301 PG 080038,69,0
8295,C301PT 120042,JE CRC301 PT 140042,75,0
8296,C301PT 120042,JE CRC301 PT 120052,75,0
8297,C301PT 120042,JE CRC301 FT 120042,75,0
8298,C301PT 120042,JE CRC301 PDT 120012,73,0
8299,C301PT 120042,JE CRC301 TIC 120042,73,0
8300,C301PI 120042,JE CRC301 PDI 120028,73,0
8301,C301PI 120042,JE CRC301 PIC 172002,73,0
8302,C301PI 120042,JE CRC301 TIC 120042,73,0
8303,C301PI 120042,JE CRC301 PT 140042,69,0
8304,C301PI 120042,JE CRC301 TI 172004,69,0
8305,C301PSV 010308,JE CRC301 PSV 400308,76,0
8306,C301PSV 010308,CRC301 PSV 080103B,75,0
8307,C301PSV 010308,JE CRC301 PSV 030078,71,0
8308,C301PSV 010308,JE CRC301 PSV 190086,71,0
8309,C301PSV 010308,JE CRC301 PSV 020078,71,0
8310,C301PT 150072,JE CRC301 PT 150087,75,0
8311,C301PT 150072,JE CRC301 TE 150072,75,0
8312,C301PT 150072,JE CRC301 PT 150026A,73,0
8313,C301PT 150072,JE CRC301 PDT 150047,73,0
8314,C301PT 150072,JE CRC301 THS 150072,73,0
8315,C301PI 150072,JE CRC301 PI 130072,75,0
8316,C301PI 150072,JE CRC301 PIC 150057,73,0
8317,C301PI 150072,JE CRC301 TIC 150072,73,0
8318,C301PI 150072,JE CRC301 PI 170072A,73,0
8319,C301PI 150072,JE CRC301 PDI 190072,73,0
8320,C301PG 120037,JE CRC301 PG 120063,75,0
8321,C301PG 120037,JE CRC301 PG 140013,69,0
8322,C301PG 120037,JE CRC301 PG 070037,69,0
8323,C301PG 120037,JE CRC301 LG 120027,69,0
8324,C301PG 120037,JE CRC301 PG 130083,69,0
8325,C301PSV 010404,JE CRC301 PSV 170490,71,0
8326,C301PSV 010404,JE CRC301 PSV 060040,71,0
8327,C301PSV 010404,JE CRC301 PSV 200040,71,0
8328,C301PSV 010404,JE CRC301 PSV 180024,71,0
8329,C301PSV 010404,JE CRC301 PSV 080494,71,0
8330,C301PSV 010405,JE CRC301 PSV 170490,71,0
8331,C301PSV 010405,JE CRC301 PSV 200059,71,0
8332,C301PSV 010405,JE CRC301 PSV 060040,71,0
8333,C301PSV 010405,JE CRC301 PSV 200040,71,0
8334,C301PSV 010405,JE CRC301 PSV 130053,71,0
8335,C301PG 120036,JE CRC301 PG 120063,75,0
8336,C301PG 120036,JE CRC301 PG 140013,69,0
8337,C301PG 120036,JE CRC301 PG 130083,69,0
8338,C301PG 120036,JE CRC301 PG 020031,69,0
8339,C301PG 120036,JE CRC301 PI 120065,69,0
8340,C301PSV 010406,JE CRC301 PSV 170490,71,0
8341,C301PSV 010406,JE CRC301 PSV 060040,71,0
8342,C301PSV 010406,JE CRC301 PSV 200040,71,0
8343,C301PSV 010406,JE CRC301 PSV 090067,71,0
8344,C301PSV 010406,JE CRC301 PSV 190086,71,0
8345,C301PG 120038,JE CRC301 PG 120082,75,0
8346,C301PG 120038,JE CRC301 PG 120081,75,0
8347,C301PG 120038,JE CRC301 PG 120063,75,0
8348,C301PG 120038,JE CRC301 PG 140013,69,0
8349,C301PG 120038,JE CRC301 PG 200089,69,0
8350,C301PSV 010408,JE CRC301 PSV 170490,71,0
8351,C301PSV 010408,JE CRC301 PSV 060040,71,0
8352,C301PSV 010408,JE CRC301 PSV 200040,71,0
8353,C301PSV 010408,JE CRC301 PSV 030078,71,0
8354,C301PSV 010408,JE CRC301 PSV 190086,71,0
8355,C301AE 120009,JE CRC301 AT 120009,75,0
8356,C301AE 120009,JE CRC301 M 120002,71,0
8357,C301AE 120009,JE CRC301 M 120005,71,0
8358,C301AE 120009,JE CRC301 TI 120010,69,0
8359,C301AE 120009,JE CRC301 PT 172009,69,0
8360,C301AIC 120003,JE CRC301 LIC 120004,71,0
8361,C301AIC 120003,JE CRC301 FIC 120030,71,0
8362,C301AIC 120003,JE CRC301 HIC 120004,71,0
8363,C301AIC 120003,JE CRC301 FIC 200023,71,0
8364,C301AIC 120003,CRC301 HIC 150001,71,0
8365,C301AT 120003,JE CRC301 TI 120010,69,0
8366,C301AT 120003,JE CRC301 TI 120013,69,0
8367,C301AT 120003,JE CRC301 TE 120034,69,0
8368,C301AT 120003,JE CRC301 TT 150003,69,0
8369,C301AT 120003,JE CRC301 PT 200023,69,0
8370,C301AE 120003,JE CRC301 LG 120003,75,0
8371,C301AE 120003,JE CRC301 M 120002,71,0
8372,C301AE 120003,JE CRC301 M 130003,71,0
8373,C301AE 120003,JE CRC301 M 120005,71,0
8374,C301AE 120003,JE CRC301 TI 120010,69,0
8375,C301AT 120009,JE CRC301 TI 120010,69,0
8376,C301AT 120009,JE CRC301 PT 172009,69,0
8377,C301AT 120009,JE CRC301 FT 172009,69,0
8378,C301AT 120009,JE CRC301 TI 200029,69,0
8379,C301AT 120009,JE CRC301 AT 120009,69,0
8380,C301AI 120009,JE CRC301 TI 120010,69,0
8381,C301AI 120009,JE CRC301 FI 180009,69,0
8382,C301AI 120009,JE CRC301 PI 120005,69,0
8383,C301AI 120009,JE CRC301 PI 200029,69,0
8384,C301AI 120009,JE CRC301 TI 200029,69,0
8385,C301LG 120012,JE CRC301 LG 120012,81,0
8386,C301LG 120012,CRC301 LG 190001,76,0
8387,C301LG 120012,JE CRC301 LG 120027,75,0
8388,C301LG 120012,JE CRC301 LG 120002,75,0
8389,C301LG 120012,JE CRC301 LG 140012A,73,0
8390,C301FE 120016,JE CRC301 FY 172001,75,0
8391,C301FE 120016,JE CRC301 FV 120013,75,0
8392,C301FE 120016,JE CRC301 FE 020016,75,0
8393,C301FE 120016,JE CRC301 FV 120017,75,0
8394,C301FE 120016,JE CRC301 FT 020016,75,0
8395,C301FT 120016,JE CRC301 FT 020016,75,0
8396,C301FT 120016,JE CRC301 FT 140016,75,0
8397,C301FT 120016,JE CRC301 FT 120014,75,0
8398,C301FT 120016,JE CRC301 TI 120016,75,0
8399,C301FT 120016,JE CRC301 FT 120017,75,0
8400,C301FIC 120016,JE CRC301 FIC 120019,76,0
8401,C301FIC 120016,JE CRC301 FIC 120017,76,0
8402,C301FIC 120016,JE CRC301 FIC 120018,76,0
8403,C301FIC 120016,JE CRC301 FIC 120013,76,0
8404,C301FIC 120016,JE CRC301 FIC 020016,76,0
8405,C301FY 120016,JE CRC301 FY 172001,75,0
8406,C301FY 120016,JE CRC301 FY 140016,75,0
8407,C301FY 120016,JE CRC301 FY 190064,69,0
8408,C301FY 120016,JE CRC301 FV 120013,69,0
8409,C301FY 120016,JE CRC301 FE 020016,69,0
8410,C301FV 120016,JE CRC301 FV 120013,75,0
8411,C301FV 120016,JE CRC301 FV 120017,75,0
8412,C301FV 120016,JE CRC301 FV 120012,75,0
8413,C301FV 120016,JE CRC301 FV 130016,75,0
8414,C301FV 120016,JE CRC301 FY 172001,69,0
8415,C301TW 010365B,CRC301 TE 090655B,71,0
8416,C301TW 010365B,JE CRC301 TE 180651B,65,0
8417,C301TW 010365B,JE CRC301 TT 090654B,65,0
8418,C301TW 010365B,JE CRC301 LT 090035B,65,0
8419,C301TW 010365B,JE CRC301 LT 160036B,65,0
